category,year,brand,purchase_count,product_count,avg_price,avg_rating,compact_share,dual_basket_share,oven_style_share,rotisserie_share,window_share,market_purchases,brand_share,log_brand_share,predicted_log_share,demand_slope,unit_cost,markup,average_profit,profit_derivative
air_fryers,2021,ninja,5625,44,166.6760309869931,4.725048888888889,0.9985777777777778,0.0021333333333333,0.1847111111111111,0.0,0.0,30850,0.1823338735818476,-1.7019158022609129,-2.2043256558886988,-0.0056158037917823376,134.2080388095138,32.46799217747932,5.920014781144931,-2.7755575615628914e-17
air_fryers,2021,nuwave,1570,17,136.03625405055087,4.42248407643312,0.9993630573248408,0.0,0.4159235668789809,0.0070063694267515,0.0,30850,0.0508914100486223,-2.97806113099118,-2.993808621864245,-0.001819403177529996,108.06476830338845,27.97148574716242,1.4235083508280368,0.0
air_fryers,2021,oster,741,9,184.615397260274,4.411201079622132,1.0,0.0,0.8987854251012146,0.0,0.0,30850,0.0240194489465153,-3.728891404037447,-3.460109251954858,-0.0008830245208080473,157.41405870114164,27.201338559132353,0.6533611627979575,-6.938893903907228e-18
air_fryers,2021,ultrean,4248,7,76.79720311027332,4.687970809792843,1.0,0.0,0.8538135593220338,0.0,0.0,30850,0.1376985413290113,-1.982688466411759,-2.392275109099959,-0.004472568711063788,46.009852434500225,30.78735067577309,4.239373279438705,0.0
air_fryers,2022,chefman,2752,16,98.43847667638484,4.452943313953488,0.9593023255813954,0.0345203488372093,0.4956395348837209,0.3713662790697674,0.4854651162790697,23576,0.1167288768238887,-2.1479013253642965,-1.635632835541756,-0.003883657297130219,68.38204587077692,30.056430805607917,3.50845340927354,1.3877787807814457e-17
air_fryers,2022,cosori,1722,12,97.86638970157988,4.68472706155633,0.9988385598141696,0.0,0.0034843205574912,0.0011614401858304,0.0,23576,0.0730403800475059,-2.6167428394298544,-3.3871852526832864,-0.002550306636142091,69.22654733423389,28.63984236734599,2.0918649710116126,1.3877787807814457e-17
air_fryers,2022,cuisinart,1817,42,223.5274607329843,4.413538800220143,0.9977985690698954,0.0,0.941662080352229,0.0,0.0,23576,0.0770699015948422,-2.56304245602136,-2.5099128925549614,-0.002679305123742679,194.76257654271916,28.76488419026515,2.216906793930767,0.0
air_fryers,2022,dash,1196,23,57.15259983007647,4.497408026755853,0.9991638795986622,0.0,0.8085284280936454,0.0,0.0,23576,0.0507295554801493,-2.9812465899069536,-2.7097433480233484,-0.001813926046493655,29.185883337852182,27.966716492224286,1.4187390958898982,0.0
air_fryers,2022,gowise usa,1373,29,86.31618125484121,4.595702840495266,1.0,0.0,0.1813546977421704,0.1813546977421704,0.0043699927166788,23576,0.0582371903630811,-2.84323111864956,-2.200017246980858,-0.0020659057826856587,58.1265170159555,28.18966423888571,1.641686842551327,-6.938893903907228e-18
air_fryers,2022,instant_pot,6756,52,106.08015607401448,4.614165186500888,0.9496743635287151,0.0001480165778567,0.8146832445233866,0.1332149200710479,0.0041444641799881,23576,0.2865626060400407,-1.2497982464898398,-1.247253332739497,-0.007700943684237497,68.86879370207754,37.21136237193694,10.66338497560256,5.551115123125783e-17
air_fryers,2022,ninja,4693,61,156.37952836796634,4.730151289154059,0.9899850841679096,0.0070317494140208,0.1423396548050287,0.0,0.0,23576,0.1990583644384119,-1.614157208623113,-2.1689722067805732,-0.00600550955748253,123.23357088790601,33.14595748006033,6.597980083725955,2.7755575615628914e-17
air_fryers,2022,nuwave,813,24,144.98647655259822,4.363468634686347,0.997539975399754,0.02460024600246,0.6260762607626076,0.001230012300123,0.0,23576,0.0344842212419409,-3.36725341486972,-3.299661195183738,-0.001254146755898436,117.49031545362271,27.496161098975506,0.9481837026411202,0.0
air_fryers,2022,oster,618,9,191.48543089430893,4.369093851132686,1.0,0.0,0.9271844660194176,0.0,0.0,23576,0.0262130980658296,-3.64149606695984,-3.8166098558231845,-0.0009615034386440792,164.2228158975331,27.262614996775824,0.7146376004414414,3.469446951953614e-18
air_fryers,2022,ultrean,1836,6,78.27407407407406,4.689814814814815,1.0,0.0,0.8464052287581699,0.0,0.0,23576,0.0778758059043094,-2.5526399532370947,-2.6025210532404586,-0.0027049580345423624,49.484050380606746,28.79002369346732,2.2420462971329296,0.0
air_fryers,2023,chefman,1178,12,93.77928632115548,4.437775891341256,0.8505942275042445,0.0297113752122241,0.5857385398981324,0.3853989813242784,0.4609507640067912,8400,0.1402380952380952,-1.964413620619873,-2.610633437915146,-0.004541640595894663,62.90099635588149,30.878289965273993,4.330312568939613,2.7755575615628914e-17
air_fryers,2023,cosori,1070,9,100.41187206020696,4.674485981308411,1.0,0.0,0.0242990654205607,0.0009345794392523,0.0,8400,0.1273809523809523,-2.060573057375453,-3.337354209019285,-0.00418694967575276,69.98854189251135,30.42333016769561,3.8753527713612237,0.0
air_fryers,2023,cuisinart,467,28,214.52655860349125,4.389079229122056,0.9892933618843684,0.0,0.925053533190578,0.0,0.0,8400,0.055595238095238,-2.889657727162508,-2.1980805946486477,-0.001977717805486054,186.41575435173166,28.11080425175959,1.5628268554252032,-6.938893903907228e-18
air_fryers,2023,dash,458,14,58.947921225382935,4.49825327510917,1.0,0.0,0.7903930131004366,0.0,0.0,8400,0.0545238095238095,-2.9091178007172203,-2.708580754553566,-0.0019418038123664649,30.868972581564147,28.078948643818787,1.5309712474844046,0.0
air_fryers,2023,gowise usa,448,22,95.79993071593536,4.567410714285715,1.0,0.0,0.2455357142857142,0.2455357142857142,0.0022321428571428,8400,0.0533333333333333,-2.93119375241642,-2.7369067221316197,-0.001901797946229234,67.75629262121595,28.043638094719412,1.4956606983850345,1.3877787807814457e-17
air_fryers,2023,instant_pot,1924,31,104.523299734748,4.6248960498960505,0.9287941787941788,0.0,0.8035343035343036,0.1356548856548856,0.0109147609147609,8400,0.229047619047619,-1.473825353605753,-1.2417992327639755,-0.006651535242026302,70.08799860299865,34.43530113174934,7.887323735414967,5.551115123125783e-17
air_fryers,2023,ninja,1832,55,151.0531762652705,4.723144104803493,0.9929039301310044,0.0032751091703056,0.1424672489082969,0.0,0.0,8400,0.2180952380952381,-1.5228234395973297,-1.810180896865937,-0.006423453759568344,117.10022100808281,33.952955257187696,7.404977860853316,2.7755575615628914e-17
air_fryers,2023,nuwave,470,21,133.09646680942186,4.394255319148937,0.9893617021276596,0.0085106382978723,0.7893617021276595,0.0,0.0,8400,0.0559523809523809,-2.883254290127301,-2.3506099836026078,-0.0019896699183356206,104.97502795327951,28.121438856142348,1.5734614598079633,6.938893903907228e-18
air_fryers,2023,oster,220,10,191.5157276995305,4.3968181818181815,1.0,0.0,0.8454545454545455,0.0,0.0,8400,0.0261904761904761,-3.642359438479044,-3.8729277036139553,-0.0009606959794576948,164.2537460211431,27.2619816783874,0.7140042820530009,-1.0408340855860843e-17
air_fryers,2023,ultrean,333,6,78.03675675675676,4.6867867867867865,1.0,0.0,0.7747747747747747,0.0,0.0,8400,0.0396428571428571,-3.2278444948509613,-2.63798943983714,-0.0014340565554973247,50.39289780929069,27.64385894746607,1.0958815511316895,0.0
